X	Filt_0	Filt_1	Filt_2	Filt_3	Filt_4	Filt_5	Filt_6	Filt_7	Filt_8	Filt_9	Filt_10	Filt_11	Filt_12	Filt_13	Filt_14	Filt_15	Filt_16	Filt_17	Filt_18	Filt_19	Filt_20	Filt_21	Filt_22	Filt_23	Filt_24	Filt_25	Filt_26	Filt_27	Filt_28	Filt_29	Filt_30	Filt_31	Filt_32	Filt_33	Filt_34	Filt_35	Filt_36	Filt_37	Filt_38	Filt_39	Filt_40	Filt_41	Filt_42	Filt_43	Filt_44	Filt_45	Filt_46	Filt_47	Filt_48	Filt_49
138.0000	0.746533	0.810797	0.737161	0.759135	0.868063	0.789753	0.822780	0.858277	0.691802	0.784657	0.753127	0.704731	0.814009	0.756448	0.678736	0.764336	0.741034	0.776072	0.797024	0.785508	0.704652	0.761810	0.558607	0.794047	0.837503	0.694224	0.805272	0.725317	0.871387	0.723435	0.809224	0.827069	0.858395	0.781516	0.825919	0.812303	0.774798	0.823543	0.663314	0.748302	0.826234	0.668670	0.815722	0.859017	0.759607	0.806415	0.834052	0.791368	0.817470	0.759889
139.0000	0.723203	0.784457	0.710441	0.714097	0.837948	0.713639	0.772300	0.800108	0.629670	0.764509	0.724486	0.671084	0.792683	0.709803	0.658561	0.726516	0.690026	0.741937	0.746359	0.748993	0.686087	0.760743	0.577969	0.777762	0.794086	0.673308	0.754313	0.682360	0.825661	0.661335	0.747003	0.819368	0.778942	0.747803	0.784312	0.771899	0.756389	0.775854	0.621111	0.728034	0.750020	0.624325	0.779330	0.832342	0.748266	0.785476	0.784750	0.759373	0.795569	0.705050
140.0000	0.694011	0.756958	0.673653	0.674124	0.786106	0.635061	0.717579	0.737129	0.586503	0.741269	0.703098	0.642528	0.757810	0.654675	0.628844	0.700545	0.638070	0.707034	0.695130	0.703880	0.664565	0.759866	0.597191	0.764185	0.737485	0.658509	0.688863	0.644223	0.775233	0.609511	0.676424	0.801522	0.693750	0.719246	0.728048	0.731727	0.730744	0.726847	0.595703	0.700051	0.667332	0.594703	0.737622	0.795099	0.728493	0.756499	0.734473	0.730924	0.761445	0.645471
141.0000	0.660327	0.720803	0.626954	0.637424	0.716834	0.558460	0.659112	0.672724	0.559356	0.707122	0.686165	0.617132	0.708008	0.595553	0.592862	0.678618	0.588302	0.675245	0.647170	0.652560	0.634850	0.753233	0.604394	0.750606	0.673401	0.644933	0.613618	0.612704	0.719548	0.570239	0.605865	0.766663	0.612475	0.687834	0.666072	0.686108	0.699060	0.672070	0.587129	0.660262	0.583686	0.572225	0.690493	0.748040	0.694801	0.716871	0.691023	0.702965	0.711456	0.585547
142.0000	0.625111	0.672848	0.575425	0.600031	0.636940	0.489560	0.598299	0.606799	0.541514	0.655673	0.670782	0.592738	0.649268	0.534906	0.556989	0.651977	0.541371	0.646231	0.605650	0.600142	0.596958	0.737888	0.591155	0.733078	0.609720	0.627057	0.538337	0.586383	0.659536	0.543384	0.544596	0.713189	0.543263	0.645693	0.607570	0.631650	0.662264	0.607600	0.588307	0.610976	0.508964	0.548107	0.637167	0.692329	0.645459	0.668085	0.656033	0.673397	0.647303	0.529854
143.0000	0.588544	0.618577	0.525561	0.558968	0.553606	0.432986	0.536535	0.540794	0.527146	0.585038	0.652827	0.567101	0.591784	0.473301	0.526245	0.614785	0.496325	0.615230	0.573227	0.552688	0.556467	0.713073	0.554489	0.707198	0.554102	0.599697	0.472375	0.562235	0.601571	0.523592	0.499049	0.645482	0.491017	0.590355	0.558785	0.569169	0.620407	0.534632	0.587939	0.557988	0.452956	0.516803	0.577903	0.629994	0.583470	0.613843	0.624943	0.640088	0.578317	0.481200
144.0000	0.547530	0.568681	0.481821	0.515048	0.473258	0.389745	0.475650	0.482352	0.513281	0.501325	0.626628	0.537361	0.542898	0.413104	0.501457	0.566298	0.452390	0.575987	0.548625	0.514174	0.521081	0.677574	0.498917	0.668595	0.508418	0.560773	0.420357	0.537745	0.553471	0.500833	0.469785	0.570793	0.456257	0.527249	0.520080	0.504176	0.573453	0.461260	0.574612	0.506524	0.418938	0.479015	0.515014	0.565503	0.516514	0.556393	0.591830	0.598408	0.517419	0.439826
145.0000	0.499473	0.529979	0.446487	0.471133	0.401189	0.358470	0.418835	0.441025	0.498520	0.418366	0.587372	0.500829	0.504007	0.358204	0.479424	0.509288	0.410000	0.524295	0.525477	0.484897	0.494974	0.628915	0.435084	0.613378	0.467772	0.513168	0.380806	0.511530	0.517208	0.464694	0.451845	0.497826	0.435409	0.466019	0.485312	0.444289	0.522785	0.398805	0.540524	0.459245	0.402917	0.441534	0.451357	0.505396	0.454047	0.497695	0.553361	0.541661	0.473476	0.402941
146.0000	0.446060	0.500862	0.419944	0.428049	0.341881	0.337111	0.369316	0.419789	0.481729	0.350765	0.534364	0.457260	0.472976	0.311547	0.454883	0.445788	0.369775	0.461774	0.495613	0.461683	0.475857	0.566026	0.374554	0.540604	0.425676	0.462418	0.349042	0.481913	0.487420	0.409573	0.438562	0.435505	0.421923	0.413394	0.445099	0.394618	0.470975	0.354383	0.485316	0.415326	0.397626	0.412276	0.388615	0.455154	0.401913	0.442317	0.508663	0.466353	0.447510	0.367099
147.0000	0.393285	0.474545	0.399737	0.384467	0.300008	0.322164	0.327920	0.413932	0.462323	0.305451	0.471511	0.409327	0.447011	0.274533	0.422956	0.376814	0.331350	0.396010	0.453773	0.438648	0.456496	0.493287	0.326033	0.455141	0.378483	0.412214	0.322106	0.446263	0.455923	0.339381	0.424047	0.389647	0.407571	0.370067	0.392271	0.355516	0.420503	0.327086	0.417619	0.372145	0.395119	0.393749	0.327568	0.414905	0.359635	0.395874	0.457727	0.376962	0.433890	0.331914
148.0000	0.347066	0.444763	0.380241	0.339602	0.277921	0.308918	0.292670	0.415484	0.439592	0.279480	0.405362	0.360574	0.422753	0.245172	0.381214	0.306519	0.294328	0.334754	0.400617	0.409203	0.428746	0.420028	0.294267	0.367067	0.326122	0.362910	0.300076	0.403132	0.417064	0.267664	0.402504	0.361495	0.384300	0.332862	0.327425	0.323520	0.373415	0.310099	0.349068	0.329076	0.387710	0.380863	0.269325	0.377990	0.321971	0.360916	0.401720	0.284609	0.423534	0.300550
149.0000	0.308858	0.408439	0.353031	0.292954	0.270348	0.293576	0.261108	0.415608	0.411807	0.264054	0.343273	0.313587	0.395030	0.217603	0.331304	0.241651	0.259165	0.280223	0.340765	0.369457	0.388142	0.355017	0.278889	0.287734	0.271307	0.313156	0.282681	0.354220	0.370952	0.209489	0.368377	0.348582	0.347217	0.297573	0.260455	0.294306	0.330849	0.294595	0.286129	0.287717	0.368636	0.364956	0.216172	0.334716	0.281825	0.335256	0.342444	0.201052	0.407973	0.276717
150.0000	0.275612	0.364822	0.308804	0.242516	0.264620	0.274621	0.232868	0.406288	0.377187	0.249229	0.291033	0.269600	0.358079	0.187658	0.278225	0.185623	0.226189	0.230176	0.277916	0.320973	0.337148	0.302341	0.274235	0.225029	0.218035	0.261772	0.265943	0.302763	0.322446	0.172437	0.318902	0.345062	0.297564	0.260630	0.203878	0.266039	0.291615	0.273272	0.230312	0.248565	0.332408	0.338521	0.171525	0.279431	0.233429	0.313840	0.280173	0.133280	0.382666	0.262003
151.0000	0.243530	0.314747	0.243176	0.187404	0.247224	0.253049	0.209299	0.382460	0.334557	0.225909	0.250369	0.228570	0.309866	0.155671	0.226384	0.136055	0.195643	0.183044	0.214383	0.270655	0.283993	0.260656	0.271468	0.181015	0.169725	0.209883	0.242359	0.250562	0.276677	0.155446	0.256937	0.342210	0.241892	0.220121	0.163420	0.239624	0.251361	0.242855	0.182673	0.210156	0.277466	0.296640	0.138311	0.216254	0.176472	0.292301	0.215107	0.082380	0.347844	0.255206
152.0000	0.211557	0.260699	0.162244	0.132895	0.210041	0.231420	0.190846	0.342570	0.282290	0.186324	0.219198	0.189320	0.254678	0.122445	0.176303	0.088221	0.168318	0.140190	0.154354	0.226482	0.236283	0.224709	0.261622	0.153322	0.128713	0.162586	0.203983	0.197307	0.235700	0.152480	0.191422	0.330312	0.186595	0.176312	0.135823	0.215972	0.204316	0.204355	0.144627	0.170784	0.210504	0.238497	0.116881	0.157109	0.118357	0.268119	0.150734	0.046964	0.307463	0.252452
153.0000	0.180997	0.205325	0.079838	0.089300	0.154332	0.211277	0.175576	0.288262	0.218855	0.126348	0.193424	0.150645	0.199342	0.088584	0.125033	0.040434	0.143252	0.103928	0.103142	0.191323	0.195451	0.189547	0.238527	0.137387	0.096436	0.126161	0.147354	0.142247	0.198505	0.155372	0.133926	0.301000	0.133667	0.131686	0.113610	0.194410	0.148538	0.161249	0.116283	0.129743	0.144284	0.169069	0.104439	0.111518	0.069935	0.238268	0.092443	0.025868	0.266709	0.247694
154.0000	0.152524	0.149941	0.009336	0.064728	0.091145	0.191172	0.159431	0.223970	0.146397	0.049683	0.166741	0.112992	0.147172	0.058602	0.068487	-0.003090	0.115907	0.074653	0.062582	0.160895	0.157580	0.154602	0.200704	0.127885	0.073127	0.102286	0.078275	0.086882	0.162806	0.155790	0.092842	0.250190	0.081709	0.089822	0.090612	0.173531	0.090552	0.116963	0.094963	0.088216	0.088650	0.095674	0.095994	0.078637	0.037788	0.198589	0.043692	0.016184	0.227965	0.233814
155.0000	0.125313	0.095660	-0.039821	0.060213	0.034085	0.167643	0.136862	0.156115	0.071311	-0.030898	0.130312	0.078502	0.097600	0.039659	0.004456	-0.035183	0.081126	0.050180	0.030343	0.128182	0.117705	0.122608	0.150687	0.120786	0.058077	0.086077	0.010547	0.035941	0.126485	0.146779	0.069505	0.181773	0.029507	0.053005	0.065149	0.152556	0.041236	0.073107	0.075566	0.049463	0.045783	0.023217	0.085798	0.050499	0.021713	0.147945	0.005574	0.011680	0.190095	0.204181
156.0000	0.099128	0.044842	-0.062055	0.069542	-0.010662	0.138101	0.101946	0.091861	-0.000507	-0.099383	0.077831	0.049111	0.050008	0.034343	-0.063958	-0.051643	0.038322	0.027524	0.004143	0.088802	0.073506	0.094754	0.093551	0.114345	0.050027	0.068753	-0.043322	-0.005617	0.088770	0.124310	0.058861	0.107762	-0.021185	0.020613	0.039015	0.131252	0.005483	0.030844	0.053334	0.017426	0.012863	-0.044232	0.068643	0.021083	0.017783	0.092630	-0.022332	0.005731	0.153271	0.154741
157.0000	0.075350	0.000676	-0.057466	0.081247	-0.046155	0.102667	0.050487	0.037643	-0.065768	-0.145427	0.013100	0.024724	0.005089	0.038055	-0.128253	-0.053877	-0.006199	0.005306	-0.015980	0.041696	0.027296	0.068771	0.037289	0.106799	0.046114	0.041382	-0.080785	-0.036148	0.051878	0.089476	0.052546	0.041948	-0.065704	-0.009810	0.013937	0.108258	-0.021183	-0.005697	0.027606	-0.005567	-0.013822	-0.100231	0.041069	-0.009802	0.020829	0.044125	-0.042389	-0.005656	0.120110	0.085812
158.0000	0.055405	-0.034577	-0.033848	0.082574	-0.078669	0.063279	-0.017148	-0.002352	-0.120211	-0.167651	-0.050619	0.002583	-0.036674	0.043415	-0.178995	-0.047185	-0.042593	-0.015230	-0.029888	-0.012572	-0.016224	0.041111	-0.008899	0.095021	0.041298	-0.000883	-0.108654	-0.057262	0.020325	0.047985	0.041285	-0.007171	-0.099686	-0.039783	-0.009828	0.080122	-0.046694	-0.031006	0.003626	-0.020434	-0.036722	-0.138161	0.003121	-0.039074	0.025529	0.010780	-0.057858	-0.023793	0.090613	0.002583
159.0000	0.039318	-0.061306	-0.006286	0.064526	-0.111707	0.021582	-0.094101	-0.027917	-0.157504	-0.170202	-0.099598	-0.022224	-0.075605	0.044173	-0.209970	-0.037883	-0.064081	-0.031696	-0.039718	-0.071139	-0.055064	0.008971	-0.040024	0.077122	0.030956	-0.055010	-0.134992	-0.071483	-0.002614	0.006225	0.016821	-0.038114	-0.121968	-0.067907	-0.032875	0.042643	-0.075346	-0.044355	-0.012036	-0.030721	-0.057156	-0.155046	-0.041235	-0.063680	0.027719	-0.007562	-0.070892	-0.047293	0.061176	-0.085450
160.0000	0.025715	-0.081915	0.007638	0.026289	-0.143544	-0.021634	-0.168077	-0.043328	-0.174068	-0.158786	-0.126775	-0.054817	-0.110919	0.035855	-0.219388	-0.031326	-0.071329	-0.042660	-0.049521	-0.127343	-0.090827	-0.028493	-0.057735	0.053387	0.013844	-0.110709	-0.162325	-0.080583	-0.016817	-0.030542	-0.026038	-0.054251	-0.134529	-0.090774	-0.056105	-0.006326	-0.104374	-0.051347	-0.019489	-0.040331	-0.076183	-0.151979	-0.087554	-0.082293	0.024832	-0.018292	-0.082640	-0.072264	0.028536	-0.166524
161.0000	0.012351	-0.098439	-0.004035	-0.023057	-0.169021	-0.065480	-0.225715	-0.055518	-0.172327	-0.139895	-0.133789	-0.096730	-0.139871	0.015540	-0.209977	-0.031016	-0.072092	-0.048099	-0.063492	-0.172890	-0.125544	-0.068620	-0.067624	0.023596	-0.008673	-0.156088	-0.188268	-0.085575	-0.024699	-0.058257	-0.087816	-0.060968	-0.140916	-0.106612	-0.079439	-0.064260	-0.126681	-0.060341	-0.026391	-0.051244	-0.094625	-0.133522	-0.133321	-0.095834	0.015485	-0.032273	-0.093790	-0.095562	-0.008915	-0.229638
162.0000	-0.003106	-0.111662	-0.042293	-0.069595	-0.183883	-0.107839	-0.258477	-0.071385	-0.158356	-0.121405	-0.129762	-0.142826	-0.160738	-0.018280	-0.188804	-0.038682	-0.077082	-0.049851	-0.083912	-0.202811	-0.161281	-0.106040	-0.075765	-0.012972	-0.035572	-0.183825	-0.210393	-0.087593	-0.030194	-0.076505	-0.162405	-0.063550	-0.144973	-0.117689	-0.100531	-0.123648	-0.137647	-0.078523	-0.041489	-0.062364	-0.113777	-0.109546	-0.175122	-0.106980	-0.000568	-0.060170	-0.104408	-0.117994	-0.052176	-0.267215
163.0000	-0.022571	-0.121989	-0.097692	-0.104133	-0.187452	-0.144848	-0.266512	-0.095347	-0.138933	-0.111622	-0.126841	-0.183926	-0.175111	-0.064818	-0.165263	-0.055233	-0.094338	-0.053301	-0.109505	-0.217877	-0.200909	-0.136378	-0.086600	-0.054632	-0.068168	-0.194342	-0.228651	-0.088286	-0.037402	-0.089809	-0.236422	-0.066571	-0.150120	-0.128793	-0.115958	-0.175738	-0.138736	-0.108276	-0.069391	-0.071056	-0.137237	-0.095295	-0.207849	-0.118182	-0.023329	-0.108015	-0.115587	-0.143035	-0.100966	-0.277131
164.0000	-0.047828	-0.130409	-0.155409	-0.127223	-0.182728	-0.172565	-0.257843	-0.127119	-0.120721	-0.117073	-0.134502	-0.213371	-0.186386	-0.119092	-0.147856	-0.081332	-0.123763	-0.066537	-0.136332	-0.222927	-0.244508	-0.158634	-0.102169	-0.097829	-0.109806	-0.194694	-0.244027	-0.089561	-0.049235	-0.104648	-0.294999	-0.074311	-0.159180	-0.144255	-0.123743	-0.215664	-0.135736	-0.147058	-0.108243	-0.076475	-0.170674	-0.103354	-0.229007	-0.129040	-0.054616	-0.172465	-0.130798	-0.173129	-0.151901	-0.263166
165.0000	-0.081170	-0.138656	-0.202513	-0.146828	-0.175167	-0.189725	-0.243330	-0.161066	-0.108712	-0.140814	-0.155658	-0.230521	-0.197659	-0.172842	-0.142680	-0.116155	-0.154760	-0.095651	-0.160633	-0.223995	-0.286199	-0.174697	-0.122603	-0.139804	-0.162219	-0.193608	-0.256215	-0.093313	-0.067340	-0.125781	-0.330516	-0.090570	-0.174530	-0.165826	-0.124362	-0.243944	-0.135494	-0.191183	-0.149464	-0.080800	-0.218052	-0.133747	-0.240227	-0.136488	-0.097583	-0.240751	-0.153303	-0.208711	-0.198993	-0.234212
166.0000	-0.124961	-0.148308	-0.232828	-0.171306	-0.170260	-0.197989	-0.230944	-0.189065	-0.104139	-0.181167	-0.185807	-0.239903	-0.211724	-0.218536	-0.153003	-0.155249	-0.172083	-0.140219	-0.180277	-0.225648	-0.317861	-0.187625	-0.146707	-0.177652	-0.220885	-0.197159	-0.262887	-0.101082	-0.092736	-0.154134	-0.344879	-0.116938	-0.197222	-0.191319	-0.120254	-0.264096	-0.143563	-0.237731	-0.181998	-0.087703	-0.276741	-0.174883	-0.244665	-0.137906	-0.152892	-0.298153	-0.183046	-0.249205	-0.236903	-0.203159
167.0000	-0.178548	-0.160575	-0.246370	-0.202251	-0.171466	-0.199904	-0.223603	-0.204880	-0.105808	-0.230389	-0.216407	-0.247629	-0.231817	-0.251802	-0.178882	-0.190892	-0.167604	-0.192047	-0.195235	-0.229121	-0.335136	-0.199900	-0.171725	-0.205814	-0.275756	-0.208516	-0.261372	-0.113711	-0.125711	-0.185942	-0.345808	-0.150411	-0.225147	-0.215551	-0.115357	-0.279593	-0.162524	-0.284217	-0.198917	-0.100422	-0.336600	-0.213310	-0.245139	-0.133022	-0.216544	-0.336182	-0.217353	-0.291768	-0.263521	-0.183415
168.0000	-0.234798	-0.177187	-0.246539	-0.234484	-0.179715	-0.197387	-0.220789	-0.206843	-0.112985	-0.275142	-0.240773	-0.257407	-0.259646	-0.271868	-0.217582	-0.215836	-0.146620	-0.239294	-0.207967	-0.232969	-0.339016	-0.212600	-0.193986	-0.217948	-0.317686	-0.229217	-0.251300	-0.131921	-0.164969	-0.215033	-0.342345	-0.182905	-0.253519	-0.233670	-0.114681	-0.292718	-0.190952	-0.327966	-0.199771	-0.120127	-0.385890	-0.240287	-0.243188	-0.123769	-0.281462	-0.354243	-0.252938	-0.330446	-0.280114	-0.182667
169.0000	-0.281643	-0.199278	-0.238300	-0.262101	-0.193745	-0.191726	-0.220664	-0.199918	-0.125469	-0.302132	-0.256923	-0.269937	-0.292704	-0.281384	-0.263414	-0.226844	-0.123034	-0.273479	-0.221314	-0.235650	-0.333732	-0.225900	-0.211435	-0.212473	-0.342951	-0.259260	-0.236204	-0.157278	-0.207841	-0.237915	-0.339854	-0.204820	-0.277895	-0.243576	-0.122955	-0.305423	-0.223543	-0.364202	-0.188177	-0.144771	-0.418034	-0.252572	-0.238808	-0.114427	-0.339614	-0.355978	-0.286138	-0.359201	-0.290041	-0.199067
170.0000	-0.308834	-0.224841	-0.226612	-0.281823	-0.211331	-0.184112	-0.221245	-0.194807	-0.143046	-0.307052	-0.266335	-0.284038	-0.325949	-0.284924	-0.307604	-0.225797	-0.110067	-0.292280	-0.235686	-0.237031	-0.323928	-0.240233	-0.224915	-0.195411	-0.352491	-0.296003	-0.223003	-0.191560	-0.252022	-0.256361	-0.337012	-0.210421	-0.295492	-0.246353	-0.142215	-0.319222	-0.252892	-0.385666	-0.169550	-0.170348	-0.432304	-0.251754	-0.232126	-0.111809	-0.383620	-0.345144	-0.313154	-0.375036	-0.296862	-0.224266
171.0000	-0.313477	-0.249326	-0.215544	-0.292634	-0.230911	-0.175973	-0.221099	-0.200559	-0.166332	-0.298248	-0.272167	-0.296966	-0.353848	-0.287330	-0.341625	-0.219027	-0.115166	-0.297898	-0.249802	-0.238125	-0.312403	-0.256777	-0.236470	-0.177344	-0.349499	-0.332707	-0.219540	-0.234303	-0.295159	-0.275360	-0.328465	-0.200634	-0.304793	-0.245750	-0.170387	-0.333649	-0.272937	-0.386763	-0.150690	-0.194787	-0.430608	-0.243253	-0.224774	-0.122536	-0.408730	-0.325160	-0.331506	-0.377881	-0.302836	-0.249353
172.0000	-0.300316	-0.269137	-0.208521	-0.295741	-0.252257	-0.169245	-0.219030	-0.218244	-0.196810	-0.290791	-0.278282	-0.305811	-0.370189	-0.292590	-0.361940	-0.215611	-0.139232	-0.294649	-0.262972	-0.240523	-0.299607	-0.276627	-0.246789	-0.167876	-0.338237	-0.359487	-0.231457	-0.280893	-0.331618	-0.299035	-0.309557	-0.182703	-0.306398	-0.247008	-0.202586	-0.345668	-0.282316	-0.368188	-0.139269	-0.220533	-0.415370	-0.234263	-0.218631	-0.148302	-0.413544	-0.301551	-0.341451	-0.369073	-0.308819	-0.267549
173.0000	-0.278112	-0.283753	-0.207914	-0.294183	-0.276106	-0.166365	-0.213527	-0.242810	-0.236168	-0.296614	-0.288390	-0.309059	-0.371497	-0.302100	-0.370678	-0.225152	-0.176816	-0.286127	-0.275423	-0.245951	-0.285206	-0.299406	-0.254308	-0.172330	-0.324182	-0.367732	-0.259331	-0.324227	-0.353448	-0.327370	-0.279113	-0.167792	-0.303308	-0.255435	-0.233984	-0.350165	-0.284517	-0.337244	-0.141254	-0.252650	-0.390001	-0.231429	-0.214685	-0.184643	-0.398838	-0.281698	-0.346035	-0.350898	-0.314990	-0.274548
174.0000	-0.255129	-0.294833	-0.214410	-0.290726	-0.303479	-0.169631	-0.204359	-0.267443	-0.285819	-0.318482	-0.304883	-0.306355	-0.360365	-0.313475	-0.372251	-0.253593	-0.218131	-0.273549	-0.287820	-0.255620	-0.269922	-0.323008	-0.257246	-0.191856	-0.313799	-0.354587	-0.296937	-0.358479	-0.357836	-0.356689	-0.241667	-0.166576	-0.298629	-0.274991	-0.261725	-0.341780	-0.284432	-0.304191	-0.157581	-0.294017	-0.360268	-0.239300	-0.214237	-0.224633	-0.367145	-0.271216	-0.348909	-0.326741	-0.320864	-0.269096
175.0000	-0.236783	-0.303949	-0.227383	-0.286253	-0.334322	-0.180060	-0.194754	-0.285181	-0.345220	-0.350217	-0.327192	-0.297825	-0.341947	-0.321652	-0.370057	-0.298164	-0.252985	-0.256804	-0.301183	-0.269551	-0.255753	-0.344271	-0.256123	-0.225503	-0.311641	-0.324789	-0.333343	-0.380182	-0.351232	-0.383405	-0.208483	-0.185088	-0.293737	-0.306273	-0.284465	-0.318855	-0.285428	-0.277735	-0.184560	-0.341583	-0.332445	-0.259263	-0.219789	-0.262895	-0.323540	-0.271924	-0.351999	-0.300195	-0.324725	-0.253462
176.0000	-0.226308	-0.310976	-0.245432	-0.280288	-0.365857	-0.195913	-0.190834	-0.291174	-0.408840	-0.382086	-0.350305	-0.284246	-0.320150	-0.321954	-0.365551	-0.348065	-0.274764	-0.236280	-0.316795	-0.286527	-0.245770	-0.359163	-0.253633	-0.271301	-0.316477	-0.289134	-0.358691	-0.387872	-0.344486	-0.405702	-0.193178	-0.223204	-0.288970	-0.344608	-0.301322	-0.286935	-0.289406	-0.262680	-0.217219	-0.387043	-0.309312	-0.288796	-0.234180	-0.296223	-0.274770	-0.282383	-0.355307	-0.274849	-0.323951	-0.233124
177.0000	-0.226085	-0.314421	-0.266994	-0.272460	-0.393463	-0.213283	-0.198828	-0.286601	-0.465478	-0.407230	-0.366558	-0.268433	-0.298063	-0.313181	-0.358859	-0.391085	-0.283177	-0.213985	-0.336318	-0.304469	-0.243996	-0.364448	-0.253050	-0.323838	-0.321858	-0.258984	-0.368587	-0.383227	-0.346469	-0.421894	-0.203697	-0.274156	-0.285333	-0.381942	-0.311989	-0.257874	-0.297179	-0.260687	-0.250515	-0.420673	-0.290459	-0.322683	-0.258945	-0.321965	-0.228125	-0.298800	-0.357491	-0.255440	-0.316454	-0.214973
178.0000	-0.236976	-0.313279	-0.290776	-0.263398	-0.413696	-0.229808	-0.221895	-0.279080	-0.503318	-0.423394	-0.371605	-0.256503	-0.277809	-0.298632	-0.349737	-0.418565	-0.283807	-0.194232	-0.361120	-0.320634	-0.252449	-0.360885	-0.257260	-0.371971	-0.321409	-0.240254	-0.364975	-0.371131	-0.360998	-0.429520	-0.238129	-0.325812	-0.285019	-0.412217	-0.316836	-0.243377	-0.308135	-0.271590	-0.279076	-0.434249	-0.276161	-0.356140	-0.292421	-0.338232	-0.192761	-0.316376	-0.356469	-0.246865	-0.302258	-0.204435
179.0000	-0.256354	-0.308534	-0.315274	-0.254645	-0.425247	-0.246579	-0.257488	-0.277793	-0.516590	-0.430074	-0.367319	-0.256015	-0.259904	-0.284747	-0.338402	-0.426544	-0.284646	-0.183295	-0.390193	-0.332252	-0.268246	-0.352920	-0.268550	-0.403101	-0.313690	-0.232199	-0.355099	-0.357487	-0.385464	-0.425705	-0.286270	-0.366520	-0.289302	-0.433577	-0.317111	-0.248314	-0.320443	-0.292911	-0.298332	-0.423051	-0.269060	-0.386156	-0.329149	-0.345282	-0.177904	-0.331387	-0.351294	-0.251331	-0.284358	-0.203177
180.0000	-0.278363	-0.303757	-0.339147	-0.248069	-0.427773	-0.265467	-0.297595	-0.288182	-0.506955	-0.426206	-0.357334	-0.271284	-0.244853	-0.277856	-0.325617	-0.416023	-0.292920	-0.187316	-0.419129	-0.338351	-0.285977	-0.344571	-0.288575	-0.411514	-0.303221	-0.230409	-0.348056	-0.346924	-0.412862	-0.407573	-0.333319	-0.390679	-0.296523	-0.446033	-0.316120	-0.270426	-0.330846	-0.319497	-0.306472	-0.388857	-0.273382	-0.410137	-0.361918	-0.345025	-0.186498	-0.342387	-0.343242	-0.266697	-0.267732	-0.208738
181.0000	-0.297111	-0.304664	-0.362823	-0.245141	-0.421471	-0.286105	-0.333416	-0.310049	-0.479845	-0.410850	-0.343531	-0.299034	-0.234787	-0.280080	-0.312030	-0.392981	-0.313306	-0.209195	-0.441760	-0.340455	-0.301379	-0.336854	-0.317663	-0.401795	-0.297020	-0.230440	-0.349123	-0.341393	-0.436709	-0.374138	-0.365117	-0.398416	-0.303349	-0.449677	-0.318828	-0.304312	-0.334392	-0.344612	-0.306185	-0.341691	-0.293354	-0.425470	-0.385231	-0.340538	-0.213838	-0.349473	-0.334185	-0.286474	-0.256820	-0.217531
182.0000	-0.309160	-0.315998	-0.388127	-0.246339	-0.407671	-0.305705	-0.360523	-0.338063	-0.440798	-0.385231	-0.328122	-0.327199	-0.232811	-0.287555	-0.297848	-0.366676	-0.346500	-0.245803	-0.452888	-0.340623	-0.311811	-0.328337	-0.352334	-0.384464	-0.298760	-0.230292	-0.356492	-0.340135	-0.453792	-0.329475	-0.374401	-0.392202	-0.306664	-0.444745	-0.327474	-0.343553	-0.327174	-0.360909	-0.304751	-0.295983	-0.330433	-0.430938	-0.397632	-0.336548	-0.252112	-0.352921	-0.326020	-0.302379	-0.254084	-0.229454
183.0000	-0.314435	-0.337227	-0.415502	-0.251492	-0.389327	-0.320972	-0.379271	-0.364263	-0.395024	-0.353806	-0.314268	-0.340320	-0.240310	-0.293222	-0.283814	-0.345906	-0.388156	-0.287584	-0.449881	-0.339906	-0.315610	-0.316904	-0.383190	-0.368568	-0.305872	-0.230908	-0.363293	-0.341038	-0.463687	-0.283712	-0.363128	-0.375063	-0.304555	-0.432166	-0.338170	-0.380945	-0.310214	-0.363040	-0.310508	-0.263512	-0.380283	-0.427464	-0.401451	-0.338661	-0.292898	-0.352816	-0.321518	-0.308656	-0.260427	-0.248702
184.0000	-0.317222	-0.362709	-0.442193	-0.260698	-0.370617	-0.330225	-0.392114	-0.382260	-0.349756	-0.323190	-0.303708	-0.329882	-0.255310	-0.291800	-0.272539	-0.335760	-0.429477	-0.322902	-0.432487	-0.338965	-0.312176	-0.301857	-0.399162	-0.357376	-0.312482	-0.235182	-0.362088	-0.342269	-0.467274	-0.249450	-0.338944	-0.351357	-0.298001	-0.414249	-0.343805	-0.409208	-0.289154	-0.352258	-0.326954	-0.249777	-0.432710	-0.417788	-0.400834	-0.351016	-0.327634	-0.349634	-0.322408	-0.304875	-0.275822	-0.279782
185.0000	-0.324018	-0.386284	-0.462545	-0.274676	-0.355287	-0.333876	-0.401720	-0.389701	-0.315127	-0.299165	-0.297481	-0.301615	-0.274353	-0.282825	-0.268029	-0.336954	-0.460711	-0.344690	-0.401903	-0.338797	-0.302299	-0.285574	-0.396095	-0.349376	-0.314953	-0.245843	-0.348849	-0.343131	-0.465414	-0.235924	-0.309860	-0.328173	-0.290973	-0.394402	-0.339333	-0.421930	-0.270872	-0.336126	-0.349494	-0.253244	-0.475282	-0.405961	-0.399731	-0.372851	-0.349893	-0.344802	-0.326781	-0.296367	-0.299194	-0.322034
