X	Raw_0	Raw_1	Raw_2	Raw_3	Raw_4	Raw_5	Raw_6	Raw_7	Raw_8	Raw_9	Raw_10	Raw_11	Raw_12	Raw_13	Raw_14	Raw_15	Raw_16	Raw_17	Raw_18	Raw_19	Raw_20	Raw_21	Raw_22	Raw_23	Raw_24	Raw_25	Raw_26	Raw_27	Raw_28	Raw_29	Raw_30	Raw_31	Raw_32	Raw_33	Raw_34	Raw_35	Raw_36	Raw_37	Raw_38	Raw_39	Raw_40	Raw_41	Raw_42	Raw_43	Raw_44	Raw_45	Raw_46	Raw_47	Raw_48	Raw_49
139.0000	0.556442	0.535783	0.737453	0.713116	0.869084	0.824595	0.833871	0.933182	0.554347	0.757674	0.767707	0.654890	0.916985	0.800839	0.692067	0.697846	1.068928	0.580543	0.914705	0.737988	0.677578	0.785628	0.606950	0.724175	0.926379	0.524961	0.695767	0.675703	0.965842	0.956407	0.765565	0.859686	0.992403	0.572031	1.017344	0.766656	0.803442	0.722851	0.474674	0.677917	0.855642	0.511150	1.125948	0.762475	0.697948	0.994338	0.460506	0.790426	0.949116	0.982011
140.0000	0.734665	0.780869	0.730258	0.639846	0.814385	0.668990	0.628995	0.757822	0.594033	0.719401	0.725193	0.637566	0.800358	0.576286	0.544159	0.762463	0.643212	0.958402	0.696225	0.743923	0.689844	0.509388	0.411079	0.768169	0.774900	0.543473	0.600489	0.574328	0.784882	0.426285	0.706564	0.697241	0.509904	0.721610	0.678743	0.695318	0.606680	0.753398	0.553404	0.475913	0.641795	0.550173	0.669059	0.941101	0.823280	0.566390	0.865803	0.995782	0.855933	0.529479
141.0000	0.854664	0.817659	0.636938	0.604149	0.700771	0.569376	0.758560	0.683051	0.568936	0.750947	0.642629	0.432861	0.949775	0.508433	0.482757	0.686494	0.556518	0.524142	0.459317	0.481754	0.786279	0.784646	0.682524	0.784139	0.493606	0.684796	0.892037	0.586916	0.475057	0.348336	0.344813	0.393373	0.778447	0.716221	0.710702	0.619886	0.693081	0.877746	0.542970	0.773079	0.376214	0.598314	0.711365	0.727538	0.680420	0.796316	0.812743	0.623757	0.786758	0.592881
142.0000	0.374432	0.846760	0.529505	0.641750	0.631184	0.423360	0.567918	0.614395	0.386614	0.530778	0.407326	0.634452	0.483806	0.573001	0.685210	0.774643	0.503756	0.648450	0.717587	0.582604	0.637421	0.920978	0.734595	0.562457	0.744009	0.642038	0.525082	0.608863	0.912783	0.628963	0.560185	1.064476	0.594192	0.736679	0.467354	0.806719	0.732224	0.615924	0.830598	0.827856	0.689355	0.691539	0.503181	0.752595	1.078651	0.787015	0.647285	0.547938	0.697514	0.378226
143.0000	0.599458	0.447579	0.489734	0.300269	0.562374	0.311103	0.470444	0.364066	0.576649	0.657125	0.667224	0.576258	0.515062	0.776978	0.489180	0.297764	0.469803	0.690542	0.541935	0.663192	0.474484	0.445832	0.633224	0.678229	0.510321	0.728143	0.392582	0.773090	0.505091	0.505375	0.535718	0.833642	0.465543	0.645249	0.549684	0.430914	0.461918	0.635594	0.600481	0.574765	0.402103	0.585910	0.702343	0.591798	0.635401	0.542520	0.634647	0.748522	0.517982	0.590349
144.0000	0.566517	0.481955	0.522622	0.672287	0.414440	0.235352	0.597969	0.671998	0.559620	0.712414	0.652669	0.557089	0.562252	0.352224	0.574989	0.548686	0.775002	0.441939	0.271359	0.294229	0.429990	0.710080	0.388007	0.941031	0.500665	0.459982	0.402634	0.237422	0.708302	0.528694	0.415189	0.635936	0.278343	0.477007	0.497675	0.666461	0.644739	0.387731	0.626860	0.286666	0.383214	0.306581	0.573843	0.628884	0.184552	0.571409	0.657291	0.537755	0.310010	0.434008
145.0000	0.600441	0.519518	0.401654	0.411148	0.441066	0.570084	0.332183	0.365827	0.454756	0.271646	0.729721	0.545564	0.580141	0.089108	0.350380	0.663114	0.375396	0.611038	0.533038	0.513294	0.505975	0.425886	0.391758	0.568299	0.330772	0.446562	0.399918	0.486630	0.505015	0.624964	0.399753	0.370187	0.444067	0.370128	0.510892	0.441655	0.491024	0.309934	0.258372	0.435493	0.483201	0.235405	0.432322	0.363650	0.451235	0.644786	0.510396	0.613071	0.453012	0.407842
146.0000	0.253395	0.746048	0.332011	0.458108	0.184995	0.461093	0.405300	0.276984	0.207901	0.321857	0.505204	0.319239	0.406588	0.360728	0.466097	0.447832	0.351148	0.254561	0.589927	0.454057	0.445297	0.664807	0.479779	0.680975	0.533655	0.607736	0.309734	0.532674	0.495104	0.356053	0.484050	0.421899	0.390366	0.087560	0.488852	0.326462	0.595757	0.246477	0.618070	0.461669	0.424669	0.477789	0.308072	0.370178	0.420001	0.274013	0.519438	0.660133	0.403557	0.661642
147.0000	0.197031	0.412329	0.411064	0.450165	0.380349	0.322528	0.305973	0.527919	0.692608	0.284319	0.395319	0.436080	0.264156	0.566505	0.590591	0.223749	0.209047	0.612917	0.587420	0.401293	0.463346	0.723375	0.260261	0.467257	0.372770	0.076336	0.521908	0.424117	0.530281	0.114149	0.510238	0.313587	0.421036	0.405428	0.479074	0.360434	0.364887	0.332060	0.590265	0.273643	0.183288	0.413106	0.198686	0.447504	0.303055	0.331027	0.517323	0.109046	0.552419	0.271594
148.0000	0.430173	0.584572	0.313636	0.273011	0.203593	0.302164	0.301485	0.470252	0.434267	0.188075	0.199928	0.418362	0.484093	0.092000	0.439807	0.503008	0.395929	0.354004	0.295129	0.507456	0.489506	0.316826	0.152563	0.212088	0.452946	0.399500	0.022195	0.548362	0.478760	0.658554	0.396768	0.541460	0.460604	0.522561	0.387529	0.344925	0.409069	0.661190	0.052130	0.439388	0.376706	0.320401	0.414689	0.403197	0.362774	0.379818	0.337855	0.346245	0.398291	0.327954
149.0000	0.354037	0.334985	0.535088	0.289834	0.143951	0.341060	0.374399	0.321339	0.704623	0.238285	0.533292	0.236231	0.417660	0.132447	0.247627	0.212243	0.299405	0.220028	0.331287	0.359655	0.718593	0.081449	0.273620	0.350843	0.226842	0.259355	0.177105	0.298338	0.258167	0.159905	0.420856	0.348865	0.188219	0.325748	0.127878	0.234828	0.303398	0.249178	0.203692	0.173370	0.454410	0.381928	0.101457	0.385631	0.212980	0.619093	0.257650	0.275019	0.551336	0.240699
150.0000	0.305675	0.441088	-0.129545	-0.037185	0.295085	0.243416	0.178946	0.430032	0.147334	0.423069	0.305276	0.331119	0.130660	0.307633	0.306681	0.144452	0.097524	0.223224	0.275681	0.489812	0.048796	0.410313	0.126395	0.218543	0.168290	0.375015	0.260976	0.240418	0.347851	0.109245	0.382117	0.150476	0.531841	0.255388	0.127331	0.435017	0.253669	0.322795	0.342466	0.271945	0.098850	0.455123	0.464372	0.433160	0.318024	0.208135	0.325409	0.123751	0.447724	0.208726
151.0000	0.279838	0.381858	0.391597	0.337689	0.436671	0.026788	0.199022	0.441761	0.371553	0.445009	0.256877	0.239977	0.431187	0.613357	0.191771	0.085350	0.093946	0.349209	0.451341	0.078832	0.330900	0.261533	0.289604	0.138480	0.115905	0.304762	0.259408	0.316720	0.296361	0.393429	0.182915	0.157257	0.147091	0.249329	0.145910	0.116558	0.266710	0.311435	0.324529	0.193622	0.418743	0.274381	0.038444	0.014125	-0.058432	0.187573	0.567563	-0.059924	0.159396	0.643639
152.0000	0.086926	0.213843	0.375842	0.350940	0.326677	0.325879	0.113458	0.385163	0.305820	0.204856	0.150821	0.094251	0.364459	-0.014802	0.190111	0.159127	0.418869	0.101261	0.067356	0.209318	0.203676	0.264198	0.383734	0.178042	0.248334	0.084483	0.442705	0.203826	0.220964	0.131256	0.267726	0.357108	0.279258	0.130773	0.146593	0.209941	0.269451	0.025200	0.087155	0.281308	-0.045096	0.047682	0.162173	0.042762	0.360553	0.420993	0.061777	-0.049795	-0.080340	-0.071317
153.0000	0.186222	-0.001673	-0.159624	-0.103765	-0.084191	0.197003	0.367984	0.072142	0.107798	0.102749	0.103689	0.193802	0.171529	-0.058156	0.102542	0.178843	0.156290	0.038980	0.081685	0.164054	-0.125302	0.100407	0.541022	0.128172	0.049332	0.075284	0.383170	0.092823	0.120887	0.141876	-0.110572	0.391399	0.164909	0.180629	0.309000	0.231999	-0.036051	0.086118	0.105559	0.149244	0.468983	0.438667	0.019153	0.185820	-0.085359	0.250831	0.086773	0.167039	0.359220	0.247994
154.0000	0.159281	0.074956	0.063917	0.054346	-0.033124	0.155205	0.166712	0.267436	0.326978	0.235759	0.218560	0.071714	0.127260	0.166125	0.090670	-0.075045	0.130573	0.082090	-0.009888	-0.045068	0.302750	-0.017354	0.166030	-0.043668	0.084853	-0.229976	-0.124790	0.192742	0.147055	0.187739	0.057671	0.344570	0.085514	0.054576	-0.059121	0.134779	0.330365	0.208983	0.025713	0.085846	0.053631	0.088874	0.120223	0.006666	0.075787	0.442702	-0.148141	0.035215	0.319228	0.479426
155.0000	-0.026350	0.304160	0.025087	-0.103677	0.221919	0.206437	0.113814	0.112549	0.019992	-0.273792	-0.072413	0.185363	0.163912	0.261504	0.112617	-0.078744	0.096651	-0.095741	-0.136569	0.224247	0.143979	0.254855	0.177699	0.487072	0.003039	0.193302	-0.205404	-0.017076	0.375934	0.243341	0.005525	0.194358	0.086812	-0.054029	0.027191	0.196638	-0.198146	0.145052	0.097366	-0.039627	0.102646	0.088303	0.084779	0.587468	-0.029103	0.244790	0.146024	-0.039472	-0.124129	0.242666
156.0000	0.327745	0.179553	-0.163248	0.021218	-0.099494	-0.074168	0.150392	0.306765	-0.006254	-0.110398	0.291694	0.012004	-0.081376	-0.045736	-0.101125	-0.056293	0.257073	0.320961	0.085047	0.396580	0.167850	0.095848	-0.042018	0.169060	0.113892	0.083845	0.051625	-0.043797	0.003625	-0.002140	0.277578	0.009985	-0.093164	0.036584	0.190831	-0.017155	-0.054843	-0.251220	0.227456	0.053095	-0.235926	-0.050169	0.114600	0.125237	0.093767	0.025978	-0.031611	0.062043	0.274265	0.054921
157.0000	0.087653	-0.048469	-0.100094	0.113874	-0.017117	0.198638	-0.072542	-0.001981	-0.504136	-0.331666	0.227707	-0.176887	0.021083	-0.226631	-0.135804	-0.126670	-0.140204	-0.068381	0.256773	0.014027	-0.238335	-0.199955	-0.064028	0.053237	-0.243717	0.226355	-0.084400	-0.062621	0.197566	0.244571	0.067141	-0.469649	-0.041557	0.002013	-0.028403	0.109972	0.002438	0.105740	-0.099078	-0.022453	0.007258	-0.144584	-0.212364	0.004829	-0.010908	-0.026660	-0.193472	-0.087244	0.073896	-0.159337
158.0000	-0.191781	-0.064432	-0.179672	0.135011	0.069422	-0.034092	0.115803	-0.066556	0.048269	-0.172940	-0.066195	0.026963	-0.335943	0.051977	-0.221367	-0.007572	-0.072545	0.111657	-0.042858	0.062668	-0.046148	0.089946	0.179523	0.000397	0.023970	-0.072995	-0.191889	0.189875	-0.106031	-0.333455	-0.213254	0.031489	-0.214049	0.268190	0.055977	0.084749	0.048768	-0.095734	0.137038	-0.143665	0.021187	-0.162035	-0.127641	-0.090406	0.024662	-0.136775	-0.022624	0.180442	0.011017	0.182631
159.0000	0.057372	-0.300742	0.221730	0.127167	-0.186363	0.092179	0.010816	-0.133180	-0.239937	-0.156164	-0.170691	-0.006700	0.090357	0.051115	-0.281152	0.013072	-0.066456	-0.009690	-0.173395	-0.028433	-0.202990	0.031814	-0.082560	0.139241	0.218591	0.096039	-0.038693	-0.524263	-0.173308	0.072857	0.048077	-0.041385	-0.123501	-0.161964	-0.062042	0.104107	0.195315	-0.119833	-0.158362	-0.017187	-0.054035	-0.223030	0.104471	-0.113135	0.125568	-0.236865	0.183084	-0.134244	0.201107	0.099491
160.0000	-0.213711	0.149142	0.072843	0.129072	-0.051703	0.042658	-0.301643	-0.039116	-0.150117	0.154143	-0.369790	-0.229680	-0.301733	0.199289	-0.250102	-0.033928	-0.325686	-0.215189	-0.039480	-0.174547	0.256956	-0.116304	-0.056567	0.243826	0.117895	-0.227998	-0.032905	-0.008169	0.423951	-0.193438	0.068958	-0.046512	-0.137509	-0.091425	-0.028992	-0.350358	-0.346253	-0.006779	-0.194653	-0.012913	-0.151971	-0.519000	0.031274	-0.062988	0.047783	-0.016387	-0.120313	0.158289	0.134194	-0.296963
161.0000	0.025761	0.040608	0.098432	-0.125664	-0.292405	-0.248122	-0.306506	-0.022293	-0.246235	-0.506461	-0.280014	0.020279	0.133211	0.006240	-0.068382	-0.058502	-0.229723	-0.093195	-0.003934	-0.365416	0.079381	0.150670	0.091145	0.010461	-0.184800	-0.498020	-0.218147	-0.087161	-0.011298	0.113539	-0.105751	-0.084217	0.034482	-0.130801	-0.126573	-0.015945	-0.168456	0.136139	0.030488	-0.143063	-0.234286	-0.115741	-0.467224	-0.075504	-0.086856	0.001740	-0.131379	-0.096804	0.005398	-0.140344
162.0000	0.058271	-0.136080	-0.007267	-0.287562	-0.205723	-0.040083	-0.201363	-0.042624	-0.170453	-0.178024	-0.006031	-0.010785	-0.165036	0.008692	-0.249436	0.135131	0.041483	0.002082	-0.138973	-0.221384	-0.217663	-0.208244	-0.155812	-0.097339	-0.041328	-0.129695	-0.209131	-0.367649	-0.030391	-0.094211	-0.011980	-0.314457	-0.165307	-0.182671	-0.015458	0.019672	-0.434543	-0.145583	0.022772	0.024217	0.054061	0.049834	-0.058934	-0.184023	-0.046592	-0.003408	0.102838	-0.213303	-0.044536	-0.296432
163.0000	-0.260299	-0.107176	-0.306554	-0.154385	-0.089229	-0.088255	-0.335347	-0.084820	-0.070614	-0.044261	-0.089895	-0.267693	-0.168946	-0.176518	-0.060154	-0.073644	-0.023164	-0.165435	0.073334	-0.345990	-0.367692	-0.162544	0.087867	0.083700	-0.092111	-0.222198	-0.251502	-0.090737	-0.047912	-0.238132	-0.511552	-0.053585	-0.204408	-0.060230	-0.368955	-0.198915	-0.132453	0.039661	-0.009485	-0.097600	-0.132575	-0.284843	-0.292066	-0.178169	0.156805	-0.155718	-0.137947	-0.245881	-0.044737	-0.566124
164.0000	-0.012873	-0.483009	-0.236057	-0.062389	-0.396328	-0.217652	-0.193121	-0.056724	-0.155708	-0.095770	-0.083331	-0.256323	-0.251539	0.208846	-0.152172	-0.039785	-0.016819	0.021588	-0.279234	0.098236	-0.128271	-0.042082	-0.071425	-0.136025	0.063030	-0.315002	-0.219103	-0.086016	0.053716	-0.057953	-0.562278	-0.062547	-0.124373	0.178315	-0.211876	-0.239552	-0.116627	-0.373518	-0.354749	-0.349957	0.073734	0.226544	-0.246153	0.044263	-0.036743	0.132138	-0.338525	0.069690	-0.217388	-0.341783
165.0000	-0.114198	-0.249123	-0.102709	-0.360204	-0.110044	-0.190271	-0.328176	-0.209497	-0.069669	0.043145	-0.452952	-0.197417	-0.219321	-0.235837	-0.471391	-0.238308	-0.264479	-0.022888	-0.219161	-0.193382	-0.012252	-0.164601	-0.107806	-0.110818	-0.552633	-0.041400	-0.094899	-0.087670	-0.114944	-0.042137	-0.352916	-0.073765	-0.148988	-0.224240	-0.131630	-0.281322	0.062504	-0.156504	-0.246008	0.024494	-0.255088	0.031841	-0.210215	0.031560	-0.220146	-0.379882	-0.072766	-0.071740	-0.184381	-0.160300
166.0000	-0.070148	0.006710	-0.376776	0.055564	-0.196403	-0.206341	-0.208115	-0.324334	-0.003613	-0.169299	-0.252829	-0.307285	0.019323	-0.285245	-0.095211	-0.051856	-0.263311	-0.055620	-0.149059	-0.245345	-0.453715	-0.401120	-0.290685	-0.043305	-0.026527	-0.012220	-0.355143	-0.591231	-0.071024	-0.097173	-0.171101	-0.051470	-0.282113	-0.116073	-0.113403	-0.348258	-0.175362	-0.274615	-0.070009	-0.078409	-0.693085	-0.196191	0.040152	-0.155652	-0.001777	-0.414207	-0.024768	-0.307370	-0.328805	-0.106409
167.0000	0.075060	-0.062227	-0.102509	-0.074776	-0.126585	-0.087555	0.002298	-0.353433	-0.264778	-0.153317	-0.004368	-0.113399	-0.582630	0.061968	-0.087839	-0.278812	-0.477669	-0.278407	-0.150514	-0.076086	-0.349225	-0.181889	-0.133090	-0.267431	-0.249586	-0.193646	-0.305562	-0.004500	-0.368244	-0.363913	0.020366	-0.118851	-0.150325	-0.496315	0.014484	-0.109595	-0.052855	-0.167158	-0.203228	-0.059184	-0.087120	-0.376121	-0.365863	-0.410648	-0.150762	-0.332402	-0.239515	-0.191597	-0.259415	-0.257974
168.0000	-0.260986	-0.174573	-0.260227	-0.255163	-0.190591	-0.137491	-0.231584	-0.077920	-0.295963	-0.499954	-0.238582	-0.201832	-0.032633	-0.445313	-0.373257	-0.162460	-0.084388	-0.386154	-0.217093	-0.392440	-0.390015	-0.286336	-0.288535	-0.535553	-0.335662	-0.251556	-0.284070	-0.334838	-0.076589	-0.296780	-0.393142	-0.285682	-0.250975	-0.283207	-0.282831	0.118108	-0.136602	-0.268624	-0.385232	-0.164102	-0.467624	-0.463742	-0.434762	-0.143402	-0.368594	-0.223285	-0.204604	-0.577980	-0.279173	-0.018059
169.0000	-0.350732	-0.239880	-0.293895	-0.344303	-0.033051	-0.233100	-0.283117	-0.167124	-0.094013	-0.385912	-0.428516	-0.401705	-0.186968	-0.514783	-0.174643	-0.443377	-0.073174	-0.329710	-0.429435	-0.352701	-0.107630	-0.109122	-0.167261	-0.302934	-0.353442	-0.228266	-0.238685	-0.134687	-0.273186	-0.238283	-0.365723	-0.248297	-0.326571	-0.004386	-0.015750	-0.321075	-0.302959	-0.438831	-0.168924	-0.588331	-0.419691	-0.254724	-0.170124	-0.004530	-0.264780	-0.402239	-0.434350	-0.437413	-0.332968	-0.083256
170.0000	-0.383427	-0.130539	-0.143356	-0.350368	-0.231216	-0.473790	-0.191764	-0.528376	-0.094443	-0.517406	-0.266740	-0.373371	-0.431053	-0.232066	-0.378475	-0.225065	-0.087412	-0.220564	0.100702	-0.239789	-0.305474	-0.227317	-0.265274	-0.134050	-0.444986	-0.347939	-0.208602	-0.138839	-0.149239	-0.256189	-0.236709	-0.236331	-0.324322	-0.258247	-0.348854	-0.319982	-0.461344	-0.383111	-0.357221	-0.086107	-0.085377	-0.239782	-0.254203	-0.044533	-0.470839	-0.047959	-0.380588	-0.362543	-0.229488	-0.268792
171.0000	-0.383592	-0.303429	-0.194581	-0.250090	-0.325632	-0.187054	-0.365684	-0.096708	-0.150132	-0.175330	-0.376873	-0.083063	-0.422518	-0.261481	-0.246570	-0.407528	-0.020607	-0.179353	-0.296616	-0.106905	-0.310411	-0.247045	-0.116199	-0.155838	-0.353339	-0.176831	0.045118	-0.392725	-0.518489	-0.148759	-0.335069	-0.245066	-0.118818	-0.185870	-0.061924	-0.258911	-0.219970	-0.507701	0.007958	-0.252103	-0.437011	-0.291879	-0.080170	-0.151057	-0.603974	-0.372066	-0.311177	-0.377443	-0.309818	-0.299111
172.0000	-0.282958	-0.521097	-0.325538	-0.305803	-0.253048	-0.162851	-0.144880	0.010673	-0.414219	-0.219089	-0.221341	-0.309583	-0.019934	-0.305576	-0.461067	-0.130987	-0.208076	-0.597128	-0.254852	-0.196140	-0.245194	-0.428630	-0.276158	-0.069992	-0.433353	-0.502298	-0.185574	-0.172324	-0.176866	-0.573628	-0.353771	-0.121660	-0.341207	-0.364805	-0.148773	-0.511689	-0.495208	-0.467428	-0.039666	-0.218410	-0.544250	-0.110994	-0.324318	-0.058029	-0.413749	-0.409024	-0.259853	-0.089440	-0.196057	-0.213982
173.0000	-0.229400	-0.281503	-0.106673	-0.137997	-0.199078	0.064489	-0.206291	-0.387960	-0.217175	-0.233542	-0.277491	-0.199764	-0.422399	-0.131483	-0.549539	-0.149191	-0.047041	-0.281790	-0.188059	-0.243324	-0.412315	-0.315077	0.025106	-0.340098	-0.253540	-0.441535	-0.191183	-0.338397	-0.616857	-0.230424	-0.343794	-0.184023	-0.241404	-0.241939	-0.417592	-0.384905	-0.086292	-0.208524	-0.189958	-0.199515	-0.000294	-0.056011	-0.098950	-0.272565	-0.262186	-0.122311	-0.373535	-0.567701	-0.523921	-0.283250
174.0000	-0.247314	-0.228350	-0.450977	-0.340264	-0.281489	-0.127503	-0.282988	-0.238394	-0.272397	-0.421033	-0.207323	-0.320509	-0.461820	-0.425049	-0.346240	-0.358812	-0.318889	-0.265104	-0.384294	-0.277100	-0.505371	-0.143303	-0.330150	-0.051679	-0.200327	-0.407507	-0.328810	-0.599524	-0.330205	-0.332315	-0.091600	0.022784	-0.481178	-0.043901	-0.242762	-0.297363	-0.313127	-0.326473	-0.084667	0.001624	-0.497890	-0.217917	-0.286377	-0.194602	-0.269991	-0.257702	-0.344435	-0.502989	-0.305821	-0.502670
175.0000	-0.172105	-0.127781	-0.203792	-0.220357	-0.290093	-0.581059	-0.273035	-0.367201	-0.138303	-0.442125	-0.478871	-0.362177	-0.125585	-0.286557	-0.314742	0.011254	-0.561234	-0.337814	-0.287643	-0.236147	-0.090729	-0.412663	-0.376368	-0.268422	-0.334668	-0.214979	-0.443162	-0.121021	-0.552015	-0.421957	-0.128762	0.034788	-0.128886	-0.470195	-0.303868	-0.430271	-0.116906	-0.261553	-0.286464	-0.378116	-0.268564	-0.217212	-0.216815	-0.398299	-0.507919	-0.178477	-0.314755	-0.228323	-0.276450	-0.340490
176.0000	-0.300769	-0.518899	-0.213754	-0.307058	-0.408018	-0.290955	0.003542	-0.208473	-0.388650	-0.271302	-0.370027	-0.220265	-0.251936	-0.356735	-0.362371	-0.345601	-0.173611	-0.109028	-0.404298	-0.272471	-0.083347	-0.307602	-0.250802	-0.212057	-0.077761	-0.348093	-0.381952	-0.418976	-0.207764	-0.414092	-0.299199	-0.290772	-0.390169	0.025262	-0.208882	-0.123103	-0.374752	-0.030383	-0.187904	-0.380780	-0.292357	-0.350053	-0.059128	-0.258880	-0.659534	-0.309858	-0.452423	-0.268179	-0.349314	-0.202884
177.0000	-0.090451	-0.326917	-0.354913	-0.268030	-0.407916	-0.036774	-0.167134	-0.483382	-0.558472	-0.408889	-0.144916	-0.297093	-0.449170	-0.442163	-0.486085	-0.550284	-0.579064	-0.245214	-0.246148	-0.462977	-0.281543	-0.448948	-0.146800	-0.172939	-0.390744	-0.104422	-0.415031	-0.436655	-0.298090	-0.340661	-0.060309	-0.883979	-0.248437	-0.540372	-0.341971	-0.502553	-0.268153	-0.352876	-0.086823	-0.436136	-0.730075	-0.309218	-0.333568	-0.109051	-0.087866	-0.267718	-0.348801	-0.360946	-0.334340	-0.111270
178.0000	-0.353214	-0.324811	-0.264596	-0.348024	-0.523906	-0.219983	0.016414	-0.324232	-0.547165	-0.466576	-0.516657	-0.555026	-0.281022	-0.322791	-0.373500	-0.430383	-0.287985	-0.116987	-0.354919	-0.306604	-0.275692	-0.491092	-0.153001	-0.520765	-0.359845	-0.193019	-0.254681	-0.373975	-0.429134	-0.853678	-0.237161	-0.127991	-0.351251	-0.386341	-0.359602	-0.178365	-0.282113	-0.218373	-0.276691	-0.474007	-0.353613	-0.576259	-0.156816	-0.401929	-0.299222	-0.528548	-0.140124	-0.005642	-0.551302	-0.169491
179.0000	0.090154	-0.483059	-0.505538	-0.211714	-0.055435	-0.268573	-0.238067	-0.170674	-0.701626	-0.394130	-0.468338	-0.163091	-0.471734	-0.189982	-0.277477	-0.474492	-0.174573	-0.350265	-0.277563	-0.478924	-0.128719	-0.330600	-0.292854	-0.468606	-0.388812	-0.438035	-0.565563	-0.277036	-0.102710	-0.423065	-0.144787	-0.398928	-0.259546	-0.443259	-0.112507	-0.097596	-0.324628	-0.313651	-0.356149	-0.475601	-0.250609	-0.365382	-0.409911	-0.447088	-0.084514	-0.340047	-0.407275	-0.225260	-0.264400	-0.267726
180.0000	-0.227743	-0.248442	-0.182989	-0.213212	-0.508173	-0.186559	-0.542347	-0.136236	-0.431320	-0.420704	-0.291699	-0.119723	-0.156470	-0.003508	-0.328327	-0.264653	-0.272954	-0.180972	-0.478574	-0.309431	-0.298095	-0.295523	-0.270730	-0.477307	-0.231800	-0.226573	-0.232713	-0.330184	-0.456093	-0.452965	-0.450675	-0.441816	-0.255077	-0.362462	-0.336401	-0.264334	-0.386492	0.092810	-0.577286	-0.599358	-0.268447	-0.222466	-0.287462	-0.306970	-0.096805	-0.478802	-0.456733	-0.138169	-0.224452	-0.102987
181.0000	-0.453298	-0.212619	-0.352460	-0.255735	-0.428660	-0.418081	-0.364051	-0.260750	-0.478204	-0.454733	-0.281715	-0.214137	-0.165519	-0.237812	-0.297350	-0.510029	0.017012	-0.079465	-0.449062	-0.396822	-0.387586	-0.025645	-0.273644	-0.163892	-0.219789	-0.385956	-0.342311	-0.242515	-0.779404	-0.244807	-0.422776	-0.384491	-0.346424	-0.452060	-0.200761	-0.345342	-0.265856	-0.777372	-0.337195	-0.260726	-0.189197	-0.483151	-0.541424	-0.358724	-0.214518	-0.031566	-0.011956	-0.332345	-0.250694	-0.261132
182.0000	-0.487941	-0.370911	-0.405715	-0.236180	-0.435068	-0.255593	-0.582338	-0.378164	-0.481797	-0.511172	-0.400634	-0.491048	-0.247506	-0.703932	-0.427824	-0.408189	-0.622196	-0.130553	-0.532078	0.053600	-0.321406	-0.395626	-0.488988	-0.373125	-0.253002	-0.256330	-0.217305	-0.528230	-0.250262	-0.448136	-0.426964	-0.394303	-0.607201	-0.466015	-0.361110	-0.290365	-0.466231	-0.434956	-0.203793	-0.029136	-0.385430	-0.437137	-0.402955	-0.229935	-0.318435	-0.133384	-0.293466	-0.408844	-0.171498	-0.340589
183.0000	-0.257008	-0.021115	-0.172027	-0.471034	-0.195140	-0.366949	-0.250133	-0.390456	-0.441733	-0.262075	-0.371144	-0.424903	-0.275129	-0.335100	-0.153621	-0.282196	-0.341808	-0.493200	-0.435958	-0.335363	-0.120403	-0.336904	-0.175768	-0.025241	-0.347995	-0.201613	-0.437965	-0.440737	-0.594368	-0.361646	-0.342387	-0.237538	-0.165726	-0.507391	-0.079379	-0.395463	-0.510794	-0.231275	-0.187534	-0.021642	-0.222503	-0.486416	-0.488084	-0.397368	-0.389026	-0.427467	-0.445304	-0.409198	-0.299149	-0.107572
184.0000	-0.364497	-0.378881	-0.436629	-0.282490	-0.375220	-0.333921	-0.219166	-0.444610	-0.148371	-0.097570	-0.250993	-0.609635	-0.066799	-0.323507	-0.507403	-0.310180	-0.328359	-0.369029	-0.717006	-0.541613	-0.322979	-0.518488	-0.519656	-0.330471	-0.532071	-0.163770	-0.466183	-0.348377	-0.460729	-0.099636	-0.321990	-0.564892	-0.351963	-0.234369	-0.432727	-0.636387	-0.144553	-0.443913	-0.255322	-0.458832	-0.434376	-0.431270	-0.147864	-0.073211	-0.223188	-0.362110	-0.234452	-0.191827	-0.259175	-0.222938
185.0000	-0.225037	-0.399140	-0.543406	-0.144757	-0.144976	-0.207869	-0.465025	-0.402528	-0.209054	-0.337988	-0.204692	-0.092730	-0.332184	-0.191706	-0.259003	-0.334034	-0.533753	-0.383912	-0.378202	-0.352264	-0.432545	-0.240301	-0.493537	-0.552843	-0.380053	-0.301834	-0.393138	-0.047454	-0.409739	-0.182985	-0.283511	-0.493795	-0.276936	-0.367831	-0.424259	-0.479025	-0.223062	-0.247227	-0.413332	-0.372960	-0.543707	-0.375230	-0.071317	-0.525589	-0.356116	-0.356200	-0.293721	-0.216225	-0.308724	-0.136837
186.0000	-0.261906	-0.404243	-0.566386	-0.259181	-0.433916	-0.471899	-0.431237	-0.437552	-0.370652	-0.299527	-0.493275	-0.386403	-0.510173	-0.305170	-0.155608	-0.313992	-0.505952	-0.259504	-0.413028	-0.254988	-0.310842	-0.273178	-0.324638	-0.433755	-0.111171	-0.092873	-0.397489	-0.349964	-0.546491	-0.197551	-0.036926	-0.281418	-0.229134	-0.407819	-0.104214	-0.334569	-0.323008	-0.341904	-0.629415	-0.147891	-0.527551	-0.178528	-0.386097	-0.144832	-0.421335	-0.009799	-0.418420	-0.365683	-0.229759	-0.511033
